ano,cbo2002,empregados
2016,768315,643
1986,768320,13909
1987,768320,10629
1988,768320,11342
1989,768320,9735
1990,768320,9359
1991,768320,7777
1992,768320,6678
1993,768320,7406
1994,768320,7594
1995,768320,6333
1996,768320,6499
1997,768320,5038
1998,768320,4933
1999,768320,5082
2000,768320,5225
2001,768320,5480
2002,768320,5747
2003,768320,15675
2004,768320,18757
2005,768320,18462
2006,768320,16001
2007,768320,16221
2008,768320,15109
2009,768320,13566
2010,768320,14700
2011,768320,13068
2012,768320,13754
2013,768320,14099
2014,768320,12487
2015,768320,10565
2016,768320,10113
1986,768325,1625
1987,768325,1400
1988,768325,1307
1989,768325,1482
1990,768325,1246
1991,768325,1118
1992,768325,1068
1993,768325,1095
1994,768325,1253
1995,768325,1057
1996,768325,955
1997,768325,1059
1998,768325,1001
1999,768325,1105
2000,768325,1223
2001,768325,1209
2002,768325,1265
2003,768325,824
2004,768325,920
2005,768325,1802
2006,768325,966
2007,768325,828
2008,768325,808
2009,768325,821
2010,768325,822
2011,768325,883
2012,768325,869
2013,768325,822
2014,768325,811
2015,768325,727
2016,768325,684
1986,768605,5987
1987,768605,5942
1988,768605,5958
1989,768605,5865
1990,768605,5737
1991,768605,5270
1992,768605,4668
1993,768605,4452
1994,768605,4696
1995,768605,4723
1996,768605,4233
1997,768605,3900
1998,768605,3538
1999,768605,3078
2000,768605,2794
2001,768605,2625
2002,768605,2624
2003,768605,1385
2004,768605,1315
2005,768605,1239
2006,768605,1170
2007,768605,1116
2008,768605,1202
2009,768605,1146
2010,768605,1065
2011,768605,951
2012,768605,856
2013,768605,740
2014,768605,639
2015,768605,552
2016,768605,464
1986,768610,1059
1987,768610,1045
1988,768610,998
1989,768610,938
1990,768610,796
1991,768610,727
1992,768610,643
1993,768610,593
1994,768610,471
1995,768610,435
1996,768610,374
1997,768610,318
1998,768610,291
1999,768610,224
2000,768610,220
2001,768610,229
2002,768610,225
2003,768610,980
2004,768610,847
2005,768610,841
2006,768610,731
2007,768610,649
2008,768610,633
2009,768610,467
2010,768610,420
2011,768610,342
2012,768610,319
2013,768610,287
2014,768610,259
2015,768610,223
2016,768610,203
1986,768615,1071
1987,768615,1108
1988,768615,1290
1989,768615,1204
1990,768615,1181
1991,768615,1046
1992,768615,1230
1993,768615,1107
1994,768615,964
1995,768615,865
1996,768615,768
1997,768615,708
1998,768615,667
1999,768615,552
2000,768615,502
2001,768615,555
2002,768615,508
2003,768615,122
2004,768615,102
2005,768615,75
2006,768615,85
2007,768615,91
2008,768615,113
2009,768615,125
2010,768615,111
2011,768615,117
2012,768615,104
2013,768615,123
2014,768615,121
2015,768615,95
2016,768615,104
1986,768620,1278
1987,768620,1336
1988,768620,1281
1989,768620,1279
1990,768620,1334
1991,768620,1318
1992,768620,1308
1993,768620,1211
1994,768620,1066
1995,768620,1024
1996,768620,993
1997,768620,909
1998,768620,863
1999,768620,818
2000,768620,762
2001,768620,748
2002,768620,709
2003,768620,723
2004,768620,554
2005,768620,562
2006,768620,582
2007,768620,573
2008,768620,562
2009,768620,527
2010,768620,516
2011,768620,439
2012,768620,420
2013,768620,376
2014,768620,364
2015,768620,330
2016,768620,271
1986,768625,1494
1987,768625,1581
1988,768625,1822
1989,768625,1920
1990,768625,1898
1991,768625,2021
1992,768625,2043
1993,768625,2137
1994,768625,2319
1995,768625,2258
1996,768625,2120
1997,768625,2050
1998,768625,1975
1999,768625,1932
2000,768625,1976
2001,768625,2117
2002,768625,2077
2003,768625,2092
2004,768625,2376
2005,768625,2582
2006,768625,2728
2007,768625,2893
2008,768625,3111
2009,768625,3236
2010,768625,3365
2011,768625,3259
2012,768625,3376
2013,768625,3264
2014,768625,2916
2015,768625,2524
2016,768625,2277
1986,768630,25
1987,768630,39
1988,768630,39
1989,768630,56
1990,768630,50
1991,768630,50
1992,768630,37
1993,768630,32
1994,768630,40
1995,768630,28
1996,768630,26
1997,768630,28
1998,768630,38
1999,768630,51
2000,768630,24
2001,768630,29
2002,768630,56
2003,768630,424
2004,768630,419
2005,768630,430
2006,768630,386
2007,768630,356
2008,768630,369
2009,768630,339
2010,768630,264
2011,768630,250
2012,768630,266
2013,768630,255
2014,768630,218
2015,768630,185
2016,768630,165
1986,768705,65
1987,768705,43
1988,768705,50
1989,768705,52
1990,768705,46
1991,768705,55
1992,768705,43
1993,768705,66
1994,768705,79
1995,768705,54
1996,768705,56
1997,768705,56
1998,768705,47
1999,768705,40
2000,768705,40
2001,768705,45
2002,768705,62
2003,768705,1572
2004,768705,1739
2005,768705,1743
2006,768705,1734
2007,768705,1862
2008,768705,2048
2009,768705,2096
2010,768705,2109
2011,768705,2016
2012,768705,1987
2013,768705,1818
2014,768705,1821
2015,768705,1633
2016,768705,1441
2003,768710,467
2004,768710,481
2005,768710,516
2006,768710,529
2007,768710,578
2008,768710,586
2009,768710,617
2010,768710,620
2011,768710,570
2012,768710,495
2013,768710,496
2014,768710,421
2015,768710,400
2016,768710,360
1986,770105,6057
1987,770105,5392
1988,770105,5366
1989,770105,5250
1990,770105,4558
1991,770105,4155
1992,770105,4032
1993,770105,4307
1994,770105,4235
1995,770105,4032
1996,770105,3901
1997,770105,3950
1998,770105,3700
1999,770105,3725
2000,770105,3843
2001,770105,3648
2002,770105,4036
2003,770105,5853
2004,770105,6573
2005,770105,6743
2006,770105,6839
2007,770105,7134
2008,770105,7700
2009,770105,7544
2010,770105,7969
2011,770105,8363
2012,770105,8931
2013,770105,9379
2014,770105,9459
2015,770105,8991
2016,770105,8368
1986,770110,8
1987,770110,8
1988,770110,9
1989,770110,9
1990,770110,9
1991,770110,8
1992,770110,7
1993,770110,7
1994,770110,7
1995,770110,7
1996,770110,7
1997,770110,8
1998,770110,7
1999,770110,8
2000,770110,9
2001,770110,10
2002,770110,11
2003,770110,1310
2004,770110,1275
2005,770110,1291
2006,770110,1250
2007,770110,1389
2008,770110,1705
2009,770110,1909
2010,770110,2065
2011,770110,2474
2012,770110,2479
2013,770110,2828
2014,770110,2474
2015,770110,2156
2016,770110,1636
1986,771105,81509
1987,771105,74825
1988,771105,73378
1989,771105,75309
1990,771105,69580
1991,771105,64400
1992,771105,61356
1993,771105,65451
1994,771105,73876
1995,771105,73366
1996,771105,73617
1997,771105,80781
1998,771105,79153
1999,771105,82665
2000,771105,86477
2001,771105,86435
2002,771105,87534
2003,771105,64843
2004,771105,66329
2005,771105,68182
2006,771105,69327
2007,771105,73017
2008,771105,76984
2009,771105,77078
2010,771105,82383
2011,771105,87163
2012,771105,89997
2013,771105,90179
2014,771105,90092
2015,771105,84359
2016,771105,77150
1986,771110,3215
1987,771110,3083
1988,771110,3015
1989,771110,3016
1990,771110,2537
1991,771110,2359
1992,771110,2202
1993,771110,2155
1994,771110,2443
1995,771110,2251
1996,771110,2115
1997,771110,2198
1998,771110,2147
1999,771110,2272
2000,771110,2436
2001,771110,2519
2002,771110,2685
2003,771110,4796
2004,771110,5336
2005,771110,4666
2006,771110,4378
2007,771110,4595
2008,771110,4285
2009,771110,3936
2010,771110,3997
2011,771110,3832
2012,771110,3698
2013,771110,3486
2014,771110,3177
2015,771110,2804
2016,771110,2492
1986,771115,118
1987,771115,135
1988,771115,156
1989,771115,170
1990,771115,117
1991,771115,108
1992,771115,110
1993,771115,135
1994,771115,156
1995,771115,171
1996,771115,156
1997,771115,189
1998,771115,177
1999,771115,174
2000,771115,220
2001,771115,223
2002,771115,215
2003,771115,478
2004,771115,562
2005,771115,559
2006,771115,551
2007,771115,553
2008,771115,601
2009,771115,588
2010,771115,492
2011,771115,485
2012,771115,498
2013,771115,497
2014,771115,529
2015,771115,470
2016,771115,378
1986,771120,343
1987,771120,330
1988,771120,248
1989,771120,272
1990,771120,279
1991,771120,250
1992,771120,243
1993,771120,228
1994,771120,240
1995,771120,245
1996,771120,219
1997,771120,201
1998,771120,208
1999,771120,204
2000,771120,210
2001,771120,229
2002,771120,250
2003,771120,338
2004,771120,369
2005,771120,386
2006,771120,364
2007,771120,372
2008,771120,326
2009,771120,342
2010,771120,340
2011,771120,289
2012,771120,272
2013,771120,272
2014,771120,258
2015,771120,239
2016,771120,227
1986,772105,15681
1987,772105,13533
1988,772105,13199
1989,772105,16349
1990,772105,10980
1991,772105,10631
1992,772105,11476
1993,772105,13144
1994,772105,14771
1995,772105,13144
1996,772105,12866
1997,772105,12750
1998,772105,12950
1999,772105,15486
2000,772105,16450
2001,772105,17192
2002,772105,18820
2003,772105,24234
2004,772105,25691
2005,772105,22976
2006,772105,20344
2007,772105,19679
2008,772105,17119
2009,772105,14962
2010,772105,15193
2011,772105,14663
2012,772105,13602
2013,772105,13320
2014,772105,12670
2015,772105,11341
2016,772105,10593
1986,772110,10090
1987,772110,9466
1988,772110,9902
1989,772110,10078
1990,772110,9637
1991,772110,10286
1992,772110,11171
1993,772110,12457
1994,772110,15186
1995,772110,15037
1996,772110,15655
1997,772110,17825
1998,772110,16040
1999,772110,19828
2000,772110,20513
2001,772110,21215
2002,772110,22842
2003,772110,9985
2004,772110,10014
2005,772110,8355
2006,772110,6670
2007,772110,6039
2008,772110,4631
2009,772110,4195
2010,772110,4045
2011,772110,2866
2012,772110,2634
2013,772110,2361
2014,772110,2208
2015,772110,1807
2016,772110,1622
1986,772115,3301
1987,772115,3234
1988,772115,3335
1989,772115,3390
1990,772115,3184
1991,772115,3575
1992,772115,3713
1993,772115,4175
1994,772115,5016
1995,772115,4891
1996,772115,5152
1997,772115,5853
1998,772115,5271
1999,772115,6544
2000,772115,6710
2001,772115,7053
2002,772115,7798
2003,772115,2872
2004,772115,3256
2005,772115,2667
2006,772115,2338
2007,772115,2117
2008,772115,2075
2009,772115,1778
2010,772115,1883
2011,772115,1912
2012,772115,1681
2013,772115,1678
2014,772115,1468
2015,772115,1300
2016,772115,1137
1986,773105,3813
1987,773105,3503
1988,773105,3357
1989,773105,3429
1990,773105,3029
1991,773105,2985
1992,773105,2876
1993,773105,3170
1994,773105,3448
1995,773105,3325
1996,773105,3221
1997,773105,3718
1998,773105,3432
1999,773105,3866
2000,773105,4213
2001,773105,4113
2002,773105,4393
2003,773105,5193
2004,773105,5587
2005,773105,5361
2006,773105,5115
2007,773105,5255
2008,773105,5039
2009,773105,5252
2010,773105,5137
2011,773105,4963
2012,773105,4901
2013,773105,4514
2014,773105,4246
2015,773105,3644
2016,773105,3394
1986,773110,3151
1987,773110,3091
1988,773110,2742
1989,773110,2706
1990,773110,2368
1991,773110,2259
1992,773110,2093
1993,773110,2211
1994,773110,2462
1995,773110,2613
1996,773110,2597
1997,773110,2982
1998,773110,2792
1999,773110,3084
2000,773110,3403
2001,773110,3713
2002,773110,3886
2003,773110,9569
2004,773110,9449
2005,773110,8692
2006,773110,8089
2007,773110,7637
2008,773110,7051
2009,773110,6597
2010,773110,6964
2011,773110,7083
2012,773110,6912
2013,773110,6680
2014,773110,6615
2015,773110,6095
2016,773110,5645
1986,773115,1392
1987,773115,1138
1988,773115,1110
1989,773115,1196
1990,773115,1074
1991,773115,978
1992,773115,995
1993,773115,1119
1994,773115,1158
1995,773115,1101
1996,773115,1117
1997,773115,1313
1998,773115,1297
1999,773115,1441
2000,773115,1650
2001,773115,1645
2002,773115,1966
2003,773115,4144
2004,773115,4642
2005,773115,3975
2006,773115,4418
2007,773115,4546
2008,773115,3903
2009,773115,3704
2010,773115,3980
2011,773115,4086
2012,773115,3919
2013,773115,3677
2014,773115,3612
2015,773115,3419
2016,773115,2910
1986,773120,20175
1987,773120,18152
1988,773120,16759
1989,773120,17331
1990,773120,14983
1991,773120,13522
1992,773120,12353
1993,773120,12971
1994,773120,14242
1995,773120,14009
1996,773120,13837
1997,773120,15717
1998,773120,15047
1999,773120,15787
2000,773120,16705
2001,773120,16613
2002,773120,17173
2003,773120,17798
2004,773120,19118
2005,773120,18253
2006,773120,17469
2007,773120,17656
2008,773120,16538
2009,773120,15941
2010,773120,16771
2011,773120,16971
2012,773120,16308
2013,773120,15985
2014,773120,15671
2015,773120,14846
2016,773120,13751
1986,773125,1843
1987,773125,1876
1988,773125,1638
1989,773125,1733
1990,773125,1577
1991,773125,1436
1992,773125,1413
1993,773125,1688
1994,773125,1882
1995,773125,1801
1996,773125,1811
1997,773125,2255
1998,773125,2140
1999,773125,2510
2000,773125,2835
2001,773125,2672
2002,773125,2878
2003,773125,5364
2004,773125,6017
2005,773125,5558
2006,773125,5441
2007,773125,5259
2008,773125,4760
2009,773125,4814
2010,773125,5116
2011,773125,5007
2012,773125,4760
2013,773125,4651
2014,773125,4470
2015,773125,4277
2016,773125,3782
1986,773130,626
1987,773130,571
1988,773130,527
1989,773130,469
1990,773130,440
1991,773130,377
1992,773130,389
1993,773130,434
1994,773130,506
1995,773130,482
1996,773130,470
1997,773130,521
1998,773130,479
1999,773130,540
2000,773130,626
2001,773130,583
2002,773130,658
2003,773130,1352
2004,773130,1510
2005,773130,1495
2006,773130,1492
2007,773130,1524
2008,773130,1412
2009,773130,1387
2010,773130,1572
2011,773130,1598
2012,773130,1580
2013,773130,1553
2014,773130,1586
2015,773130,1385
2016,773130,1255
1986,773205,598
1987,773205,377
1988,773205,399
1989,773205,415
1990,773205,340
1991,773205,521
1992,773205,491
1993,773205,615
1994,773205,670
1995,773205,643
1996,773205,685
1997,773205,701
1998,773205,559
1999,773205,598
2000,773205,711
2001,773205,869
2002,773205,782
2003,773205,1445
2004,773205,1519
2005,773205,1350
2006,773205,1509
2007,773205,1527
2008,773205,1093
2009,773205,1091
2010,773205,1119
2011,773205,1123
2012,773205,1163
2013,773205,1214
2014,773205,1080
2015,773205,1012
2016,773205,914
1986,773210,2996
1987,773210,3200
1988,773210,3825
1989,773210,3537
1990,773210,3116
1991,773210,3203
1992,773210,3266
1993,773210,3893
1994,773210,3787
1995,773210,3446
1996,773210,3470
1997,773210,3404
1998,773210,3241
1999,773210,3887
2000,773210,4089
2001,773210,3989
2002,773210,4412
2003,773210,1453
2004,773210,1327
2005,773210,1151
2006,773210,1024
2007,773210,901
2008,773210,964
2009,773210,866
2010,773210,837
2011,773210,738
2012,773210,730
2013,773210,687
2014,773210,364
2015,773210,350
2016,773210,319
1986,773215,3721
1987,773215,4120
1988,773215,4746
1989,773215,4319
1990,773215,3626
1991,773215,3812
1992,773215,3912
1993,773215,4687
1994,773215,4663
1995,773215,4126
1996,773215,4380
1997,773215,4294
1998,773215,3970
1999,773215,4653
2000,773215,4886
2001,773215,4814
2002,773215,5260
2003,773215,1594
2004,773215,1781
2005,773215,1554
2006,773215,1536
2007,773215,1596
2008,773215,1385
2009,773215,1203
2010,773215,1102
2011,773215,1022
2012,773215,945
2013,773215,924
2014,773215,935
2015,773215,785
2016,773215,722
1986,773220,2746
1987,773220,3025
1988,773220,3587
1989,773220,3323
1990,773220,2706
1991,773220,2794
1992,773220,2924
1993,773220,3600
1994,773220,3449
1995,773220,3053
1996,773220,3174
1997,773220,3082
1998,773220,2911
1999,773220,3563
2000,773220,3711
2001,773220,3609
2002,773220,4015
2003,773220,1453
2004,773220,1280
2005,773220,923
2006,773220,1016
2007,773220,871
2008,773220,803
2009,773220,832
2010,773220,876
2011,773220,687
2012,773220,627
2013,773220,592
2014,773220,592
2015,773220,526
2016,773220,480
1986,773305,425
1987,773305,332
1988,773305,325
1989,773305,314
1990,773305,260
1991,773305,227
1992,773305,216
1993,773305,224
1994,773305,255
1995,773305,245
1996,773305,244
1997,773305,268
1998,773305,269
1999,773305,292
2000,773305,316
2001,773305,314
2002,773305,319
2003,773305,825
2004,773305,795
2005,773305,631
2006,773305,695
2007,773305,732
2008,773305,675
2009,773305,626
2010,773305,589
2011,773305,588
2012,773305,634
2013,773305,573
2014,773305,511
2015,773305,432
2016,773305,366
1986,773310,52
1987,773310,52
1988,773310,58
1989,773310,40
1990,773310,37
1991,773310,40
1992,773310,19
1993,773310,21
1994,773310,31
1995,773310,35
1996,773310,26
1997,773310,34
1998,773310,38
1999,773310,34
2000,773310,68
2001,773310,67
2002,773310,55
2003,773310,204
2004,773310,226
2005,773310,218
2006,773310,170
2007,773310,158
2008,773310,180
2009,773310,139
2010,773310,119
2011,773310,125
2012,773310,147
2013,773310,210
2014,773310,192
2015,773310,159
2016,773310,146
1986,773315,232
1987,773315,207
1988,773315,190
1989,773315,183
1990,773315,177
1991,773315,138
1992,773315,146
1993,773315,137
1994,773315,151
1995,773315,165
1996,773315,154
1997,773315,145
1998,773315,153
1999,773315,174
2000,773315,182
2001,773315,194
2002,773315,215
2003,773315,642
2004,773315,755
2005,773315,695
2006,773315,635
2007,773315,711
2008,773315,678
2009,773315,576
2010,773315,644
2011,773315,706
2012,773315,657
2013,773315,584
2014,773315,537
2015,773315,445
2016,773315,392
1986,773320,2442
1987,773320,1972
1988,773320,1832
1989,773320,1729
1990,773320,1479
1991,773320,1429
1992,773320,1404
1993,773320,1565
1994,773320,1731
1995,773320,1600
1996,773320,1487
1997,773320,1573
1998,773320,1608
1999,773320,1692
2000,773320,1912
2001,773320,2007
2002,773320,2178
2003,773320,2561
2004,773320,2834
2005,773320,2552
2006,773320,2637
2007,773320,2586
2008,773320,2535
2009,773320,2400
2010,773320,2450
2011,773320,2415
2012,773320,2351
2013,773320,2336
2014,773320,2340
2015,773320,2034
2016,773320,1901
1986,773325,9466
1987,773325,8655
1988,773325,9326
1989,773325,9230
1990,773325,7992
1991,773325,7535
1992,773325,7827
1993,773325,8785
1994,773325,9534
1995,773325,9269
1996,773325,8687
1997,773325,9079
1998,773325,8759
1999,773325,8890
2000,773325,9670
2001,773325,9834
2002,773325,10733
2003,773325,13839
2004,773325,16538
2005,773325,16506
2006,773325,15984
2007,773325,15603
2008,773325,14903
2009,773325,14187
2010,773325,14811
2011,773325,15200
2012,773325,15614
2013,773325,15922
2014,773325,15856
2015,773325,15336
2016,773325,14407
1986,773330,149
1987,773330,191
1988,773330,130
1989,773330,119
1990,773330,126
1991,773330,139
1992,773330,135
1993,773330,140
1994,773330,206
1995,773330,263
1996,773330,273
1997,773330,276
1998,773330,230
1999,773330,235
2000,773330,281
2001,773330,280
2002,773330,321
2003,773330,369
2004,773330,424
2005,773330,475
2006,773330,424
2007,773330,412
2008,773330,445
2009,773330,404
2010,773330,382
2011,773330,422
2012,773330,450
2013,773330,433
2014,773330,369
2015,773330,355
2016,773330,333
1986,773335,818
1987,773335,801
1988,773335,799
1989,773335,869
1990,773335,828
1991,773335,808
1992,773335,865
1993,773335,885
1994,773335,1036
1995,773335,1037
1996,773335,979
